ID,Fecha,Fecha Envío,Fecha Entrega,Cliente,SKU,Cantidad,Precio Unitario USD,Subtotal USD,Descuento %,Impuesto USD,Total USD,Método de Pago,Canal de Venta,Almacén Origen,Transporte,Número Tracking,Estado,Observaciones
VENT-0129,2025-07-26,2025-07-28,2025-07-27,CLI-004,SKU-0166,32.0,515.15,16484.8,19.1,2637.57,15973.77,PayPal,Presencial,ALM-08,TR-025,TRK8215987738,Pendiente,
VENT-0130,2025-11-22,2025-11-22,2025-12-07,CLI-001,SKU-0050,20.0,602.5,12050.0,2.4,1928.0,13688.8,Mercado Pago,Web,ALM-08,TR-020,TRK3079834001,Completada,
VENT-0131,2024-02-08,2024-02-08,2024-02-22,CLI-067,SKU-0181,22.0,565.58,12442.76,5.4,1990.84,13761.69,Efectivo,Teléfono,ALM-07,TR-010,TRK5673814572,Pendiente,OK
VENT-0132,2024-06-26,2024-06-28,2024-07-06,CLI-014,SKU-0084,21.0,261.84,5498.64,4.3,879.78,6141.98,Transferencia,E-commerce,ALM-08,TR-024,TRK3252816770,Completada,Urgente
VENT-0133,2024-06-02,2024-06-02,2024-06-07,CLI-058,SKU-0082,3.0,112.85,338.55,12.4,54.17,350.74,Mercado Pago,Web,ALM-01,TR-025,TRK2519815008,Devuelta,Urgente
VENT-0134,2025-07-28,2025-07-28,2025-08-07,CLI-079,SKU-0136,8.0,656.86,5254.88,10.5,840.78,5543.9,Stripe,Teléfono,ALM-08,TR-001,TRK6461832733,Completada,
VENT-0135,2024-06-15,2024-06-16,2024-06-30,CLI-066,SKU-0135,36.0,785.16,28265.76,7.0,4522.52,30809.68,Efectivo,Marketplace,ALM-07,TR-014,TRK7470108123,Devuelta,OK
VENT-0136,2025-06-06,2025-06-08,2025-06-18,CLI-036,SKU-0077,11.0,210.58,2316.38,14.1,370.62,2360.39,Stripe,Presencial,ALM-09,TR-021,TRK7821787690,En proceso,Requiere seguimiento
VENT-0137,2025-09-21,2025-09-21,2025-09-23,CLI-092,SKU-0158,19.0,242.22,4602.18,2.6,736.35,5218.87,Mercado Pago,App Móvil,ALM-07,TR-011,TRK1109073907,Completada,
VENT-0138,2025-10-24,2025-10-25,2025-10-26,CLI-006,SKU-0040,20.0,398.0,7960.0,4.6,1273.6,8867.44,Transferencia,Teléfono,ALM-02,TR-011,TRK9025082374,Completada,
VENT-0139,2025-10-10,2025-10-13,2025-10-19,CLI-001,SKU-0083,22.0,484.42,10657.24,10.4,1705.16,11254.05,Stripe,Teléfono,ALM-02,TR-010,TRK6597469534,Cancelada,Urgente
VENT-0140,2025-12-07,2025-12-08,2025-12-14,CLI-076,SKU-0159,46.0,492.5,22655.0,10.0,3624.8,24014.3,Cheque,App Móvil,ALM-08,TR-024,TRK9372856246,Cancelada,
VENT-0141,2026-01-26,2026-01-27,2026-02-10,CLI-096,SKU-0002,9.0,393.04,3537.36,10.3,565.98,3738.99,Efectivo,Presencial,ALM-04,TR-003,TRK3258412623,Completada,
VENT-0142,2025-09-13,2025-09-14,2025-09-28,CLI-095,SKU-0035,13.0,769.07,9997.91,2.5,1599.67,11347.63,Mercado Pago,App Móvil,ALM-01,TR-021,TRK1397731536,Cancelada,
VENT-0143,2024-07-27,2024-07-30,2024-08-02,CLI-012,SKU-0134,16.0,432.29,6916.64,9.8,1106.66,7345.47,Tarjeta de crédito,Marketplace,ALM-03,TR-025,TRK7320734760,Completada,OK
VENT-0144,2026-02-03,2026-02-05,2026-02-12,CLI-023,SKU-0047,23.0,484.06,11133.38,6.4,1781.34,12202.18,Stripe,Presencial,ALM-08,TR-005,TRK2627404374,Completada,Requiere seguimiento
VENT-0145,2025-11-16,2025-11-19,2025-11-23,CLI-019,SKU-0159,6.0,508.74,3052.44,15.5,488.39,3067.7,Stripe,Marketplace,ALM-04,TR-024,TRK5734127482,Completada,
VENT-0146,2025-04-13,2025-04-14,2025-04-17,CLI-092,SKU-0113,8.0,616.34,4930.72,3.5,788.92,5547.06,Cheque,App Móvil,ALM-04,TR-019,TRK5151602251,Completada,Requiere seguimiento
VENT-0147,2025-09-21,2025-09-22,2025-10-03,CLI-024,SKU-0045,10.0,561.32,5613.2,11.3,898.11,5877.02,Cheque,Teléfono,ALM-02,TR-024,TRK9913615651,Pendiente,
VENT-0148,2025-10-30,2025-11-01,2025-11-11,CLI-071,SKU-0141,10.0,289.16,2891.6,3.3,462.66,3258.84,Transferencia,Marketplace,ALM-09,TR-007,TRK9330931447,Pendiente,Urgente
VENT-0149,2025-05-19,2025-05-20,2025-05-22,CLI-016,SKU-0126,47.0,615.69,28937.43,14.7,4629.99,29313.62,Mercado Pago,E-commerce,ALM-05,TR-008,TRK5045422600,En proceso,Cliente satisfecho
VENT-0150,2024-04-29,2024-04-30,2024-05-14,CLI-033,SKU-0148,50.0,498.49,24924.5,14.3,3987.92,25348.22,Cheque,Marketplace,ALM-10,TR-015,TRK1011545218,Completada,OK
VENT-0151,2025-09-02,2025-09-05,2025-09-15,CLI-009,SKU-0042,4.0,364.89,1459.56,13.3,233.53,1498.97,PayPal,E-commerce,ALM-02,TR-007,TRK2403925038,Completada,
VENT-0152,2025-01-08,2025-01-11,2025-01-20,CLI-020,SKU-0008,44.0,702.2,30896.8,2.0,4943.49,35222.35,Mercado Pago,App Móvil,ALM-01,TR-018,TRK1809345618,Completada,
VENT-0153,2025-12-03,2025-12-06,2025-12-12,CLI-034,SKU-0195,36.0,491.16,17681.76,16.2,2829.08,17646.39,PayPal,Marketplace,ALM-10,TR-015,TRK7504017397,Completada,
VENT-0154,2026-02-07,2026-02-07,2026-02-11,CLI-082,SKU-0137,26.0,839.44,21825.44,16.0,3492.07,21825.44,Tarjeta de crédito,Presencial,ALM-05,TR-008,TRK9257266440,Completada,Requiere seguimiento
VENT-0155,2024-08-03,2024-08-03,2024-08-04,CLI-015,SKU-0118,5.0,377.51,1887.55,17.4,302.01,1861.13,Mercado Pago,Teléfono,ALM-10,TR-006,TRK1103207870,Pendiente,
VENT-0156,2024-02-28,2024-02-29,2024-03-14,CLI-062,SKU-0071,42.0,794.29,33360.18,10.2,5337.63,35295.07,Tarjeta de crédito,Marketplace,ALM-07,TR-016,TRK1354969685,Devuelta,
VENT-0157,2026-01-19,2026-01-20,2026-01-21,CLI-078,SKU-0030,10.0,418.26,4182.6,12.7,669.22,4320.63,Transferencia,Teléfono,ALM-02,TR-022,TRK9418625524,Cancelada,OK
VENT-0158,2026-02-02,2026-02-02,2026-02-04,CLI-097,SKU-0170,9.0,142.8,1285.2,12.1,205.63,1335.32,Tarjeta de crédito,E-commerce,ALM-07,TR-004,TRK1776130576,Completada,
VENT-0159,2025-06-25,2025-06-28,2025-07-10,CLI-058,SKU-0035,47.0,374.35,17594.45,14.9,2815.11,17787.99,Transferencia,Teléfono,ALM-10,TR-024,TRK4133955750,Completada,Cliente satisfecho
VENT-0160,2024-01-14,2024-01-15,2024-01-22,CLI-074,SKU-0050,28.0,404.23,11318.44,4.2,1810.95,12654.02,Stripe,App Móvil,ALM-05,TR-025,TRK3237646664,Completada,Cliente satisfecho
VENT-0161,2025-11-30,2025-12-03,2025-12-11,CLI-023,SKU-0026,6.0,327.56,1965.36,15.8,314.46,1969.29,PayPal,Teléfono,ALM-06,TR-001,TRK1578249720,Pendiente,Urgente
VENT-0162,2024-12-24,2024-12-27,2025-01-07,CLI-017,SKU-0005,38.0,254.92,9686.96,16.9,1549.91,9599.77,Mercado Pago,Web,ALM-01,TR-007,TRK2482789277,Devuelta,
VENT-0163,2024-10-09,2024-10-10,2024-10-16,CLI-100,SKU-0025,15.0,875.11,13126.65,2.4,2100.26,14911.87,Efectivo,Marketplace,ALM-06,TR-018,TRK6869891456,Pendiente,
VENT-0164,2026-03-08,2026-03-09,2026-03-09,CLI-028,SKU-0007,17.0,853.21,14504.57,17.8,2320.73,14243.49,Transferencia,E-commerce,ALM-01,TR-014,TRK5823732987,Completada,OK
VENT-0165,2025-09-26,2025-09-26,2025-10-04,CLI-030,SKU-0143,32.0,322.34,10314.88,3.3,1650.38,11624.87,Stripe,App Móvil,ALM-02,TR-014,TRK3537521109,Cancelada,
VENT-0166,2024-04-19,2024-04-21,2024-04-25,CLI-017,SKU-0033,19.0,524.84,9971.96,18.9,1595.51,9682.77,Efectivo,Teléfono,ALM-01,TR-008,TRK9016360263,Completada,
VENT-0167,2025-02-19,2025-02-22,2025-03-01,CLI-008,SKU-0032,2.0,592.91,1185.82,18.2,189.73,1159.73,Mercado Pago,App Móvil,ALM-08,TR-012,TRK8674417535,Completada,Requiere seguimiento
VENT-0168,2024-10-18,2024-10-21,2024-11-01,CLI-057,SKU-0152,44.0,722.7,31798.8,7.0,5087.81,34660.69,Transferencia,Teléfono,ALM-05,TR-016,TRK4614553158,Completada,Cliente satisfecho
VENT-0169,2026-02-26,2026-02-26,2026-03-11,CLI-060,SKU-0112,1.0,188.45,188.45,11.1,30.15,197.68,Mercado Pago,Marketplace,ALM-02,TR-002,TRK1890000799,Cancelada,
VENT-0170,2025-05-15,2025-05-16,2025-05-22,CLI-013,SKU-0116,26.0,320.94,8344.44,18.9,1335.11,8102.45,PayPal,Web,ALM-09,TR-001,TRK3219862116,En proceso,OK
VENT-0171,2024-12-16,2024-12-16,2024-12-24,CLI-014,SKU-0038,38.0,124.39,4726.82,14.4,756.29,4802.45,Tarjeta de crédito,Teléfono,ALM-09,TR-002,TRK7049834372,Completada,
VENT-0172,2024-02-18,2024-02-20,2024-02-24,CLI-007,SKU-0119,46.0,283.35,13034.1,1.6,2085.46,14911.01,PayPal,Presencial,ALM-08,TR-010,TRK2720637479,Completada,
VENT-0173,2025-06-24,2025-06-26,2025-07-02,CLI-004,SKU-0005,37.0,448.08,16578.96,7.0,2652.63,18071.06,Cheque,App Móvil,ALM-07,TR-020,TRK6384861002,Completada,
VENT-0174,2026-03-06,2026-03-07,2026-03-16,CLI-016,SKU-0144,1.0,367.01,367.01,20.0,58.72,352.33,Cheque,Teléfono,ALM-08,TR-009,TRK8895570295,Cancelada,Urgente
VENT-0175,2024-05-21,2024-05-24,2024-05-22,CLI-020,SKU-0021,23.0,568.12,13066.76,10.5,2090.68,13785.43,Tarjeta de crédito,Web,ALM-05,TR-013,TRK7076537002,Completada,Cliente satisfecho
VENT-0176,2024-04-29,2024-04-29,2024-05-07,CLI-043,SKU-0161,38.0,119.95,4558.1,1.4,729.3,5223.59,PayPal,E-commerce,ALM-08,TR-004,TRK9220264167,Completada,
VENT-0177,2025-07-19,2025-07-19,2025-08-02,CLI-096,SKU-0168,17.0,568.45,9663.65,10.9,1546.18,10156.49,Stripe,Marketplace,ALM-05,TR-019,TRK5307967688,Completada,
VENT-0178,2024-02-08,2024-02-10,2024-02-19,CLI-041,SKU-0045,3.0,304.42,913.26,12.2,146.12,947.96,Mercado Pago,Marketplace,ALM-08,TR-013,TRK1279682481,Devuelta,OK
VENT-0179,2024-10-26,2024-10-26,2024-11-02,CLI-088,SKU-0031,27.0,405.78,10956.06,11.1,1752.97,11492.91,Cheque,Web,ALM-03,TR-007,TRK7377834977,Completada,OK
VENT-0180,2026-02-19,2026-02-21,2026-02-26,CLI-062,SKU-0147,18.0,298.59,5374.62,16.6,859.94,5342.37,Transferencia,Teléfono,ALM-09,TR-022,TRK7917243133,Completada,
VENT-0181,2025-11-07,2025-11-08,2025-11-08,CLI-092,SKU-0068,11.0,806.74,8874.14,17.0,1419.86,8785.4,Transferencia,E-commerce,ALM-01,TR-017,TRK4626029922,Completada,
VENT-0182,2025-10-07,2025-10-09,2025-10-09,CLI-053,SKU-0015,11.0,628.6,6914.6,13.2,1106.34,7108.21,Mercado Pago,Marketplace,ALM-02,TR-008,TRK7806290287,Completada,
VENT-0183,2025-10-02,2025-10-04,2025-10-17,CLI-011,SKU-0114,2.0,684.77,1369.54,10.8,219.13,1440.76,Stripe,Marketplace,ALM-01,TR-003,TRK9281022257,Pendiente,Cliente satisfecho
VENT-0184,2024-12-30,2024-12-31,2025-01-09,CLI-069,SKU-0036,11.0,706.27,7768.97,9.0,1243.04,8312.8,Cheque,Marketplace,ALM-06,TR-015,TRK5005086955,Completada,
VENT-0185,2025-04-29,2025-04-29,2025-05-13,CLI-004,SKU-0067,35.0,137.46,4811.1,9.5,769.78,5123.83,Mercado Pago,Teléfono,ALM-04,TR-013,TRK3419909553,Pendiente,Urgente
VENT-0186,2025-06-07,2025-06-10,2025-06-18,CLI-012,SKU-0196,42.0,634.39,26644.38,18.7,4263.1,25924.98,Mercado Pago,Marketplace,ALM-05,TR-006,TRK5941089356,Cancelada,OK
VENT-0187,2024-08-22,2024-08-22,2024-08-27,CLI-086,SKU-0163,4.0,313.71,1254.84,11.8,200.77,1307.54,Mercado Pago,Web,ALM-10,TR-014,TRK5778121054,Cancelada,
VENT-0188,2025-11-21,2025-11-22,2025-11-27,CLI-064,SKU-0142,42.0,298.49,12536.58,9.8,2005.85,13313.85,Stripe,E-commerce,ALM-06,TR-004,TRK2710076377,Pendiente,
VENT-0189,2025-01-20,2025-01-23,2025-01-29,CLI-078,SKU-0108,45.0,611.72,27527.4,16.7,4404.38,27334.7,Transferencia,App Móvil,ALM-05,TR-020,TRK2843864884,Pendiente,OK
VENT-0190,2025-07-28,2025-07-30,2025-07-30,CLI-066,SKU-0080,10.0,151.81,1518.1,0.2,242.9,1757.96,Cheque,Teléfono,ALM-03,TR-012,TRK8002154568,Pendiente,
VENT-0191,2024-09-29,2024-10-02,2024-10-08,CLI-001,SKU-0129,37.0,868.12,32120.44,15.6,5139.27,32248.92,Stripe,Marketplace,ALM-04,TR-020,TRK2872211645,Pendiente,Urgente
VENT-0192,2024-03-10,2024-03-13,2024-03-11,CLI-062,SKU-0039,49.0,521.77,25566.73,12.0,4090.68,26589.4,PayPal,Web,ALM-02,TR-010,TRK1317196446,Completada,
VENT-0193,2024-06-16,2024-06-17,2024-06-28,CLI-046,SKU-0170,49.0,889.71,43595.79,12.8,6975.33,44990.86,Cheque,Web,ALM-04,TR-007,TRK5296790158,Completada,
VENT-0194,2024-12-06,2024-12-06,2024-12-21,CLI-006,SKU-0066,21.0,545.04,11445.84,1.9,1831.33,13059.7,Transferencia,Presencial,ALM-05,TR-025,TRK6592426108,Completada,Cliente satisfecho
VENT-0195,2024-07-16,2024-07-18,2024-07-21,CLI-016,SKU-0158,7.0,443.13,3101.91,13.0,496.31,3194.97,Tarjeta de crédito,Marketplace,ALM-07,TR-013,TRK4629796890,Devuelta,OK
VENT-0196,2025-08-31,2025-08-31,2025-09-09,CLI-096,SKU-0017,50.0,512.63,25631.5,14.0,4101.04,26144.13,PayPal,App Móvil,ALM-01,TR-013,TRK3367183914,Completada,Cliente satisfecho
VENT-0197,2024-04-17,2024-04-18,2024-05-01,CLI-011,SKU-0114,18.0,430.96,7757.28,17.0,1241.16,7679.7,Efectivo,Marketplace,ALM-03,TR-013,TRK7986151280,Pendiente,Urgente
VENT-0198,2025-12-16,2025-12-19,2025-12-28,CLI-079,SKU-0170,35.0,593.93,20787.55,18.3,3326.01,20309.44,PayPal,Marketplace,ALM-08,TR-010,TRK5682785101,En proceso,Cliente satisfecho
VENT-0199,2026-01-09,2026-01-10,2026-01-10,CLI-041,SKU-0169,4.0,188.52,754.08,12.3,120.65,781.98,Mercado Pago,App Móvil,ALM-08,TR-012,TRK9283911005,Completada,Requiere seguimiento
VENT-0200,2024-03-04,2024-03-05,2024-03-18,CLI-015,SKU-0019,31.0,162.89,5049.59,13.7,807.93,5165.73,PayPal,Marketplace,ALM-09,TR-013,TRK6184633422,En proceso,
VENT-0201,2024-09-23,2024-09-25,2024-09-29,CLI-053,SKU-0182,42.0,200.61,8425.62,10.3,1348.1,8905.88,PayPal,Web,ALM-07,TR-016,TRK1032978199,Completada,Cliente satisfecho
VENT-0202,2024-02-18,2024-02-20,2024-03-04,CLI-018,SKU-0077,34.0,877.02,29818.68,5.0,4770.99,33098.74,Cheque,E-commerce,ALM-05,TR-024,TRK7929459291,Cancelada,OK
VENT-0203,2024-01-15,2024-01-17,2024-01-21,CLI-053,SKU-0013,21.0,731.34,15358.14,5.2,2457.3,17016.82,Cheque,Presencial,ALM-08,TR-025,TRK7198050390,Completada,OK
VENT-0204,2025-06-02,2025-06-02,2025-06-09,CLI-040,SKU-0197,21.0,871.81,18308.01,3.8,2929.28,20541.59,Transferencia,Teléfono,ALM-06,TR-009,TRK8726345349,Cancelada,
VENT-0205,2024-02-25,2024-02-25,2024-03-03,CLI-082,SKU-0048,50.0,434.99,21749.5,14.0,3479.92,22184.49,Stripe,Presencial,ALM-10,TR-020,TRK2490454518,Completada,
VENT-0206,2024-06-28,2024-06-29,2024-07-03,CLI-089,SKU-0173,28.0,228.21,6389.88,3.7,1022.38,7175.83,Transferencia,E-commerce,ALM-07,TR-016,TRK7330560301,Cancelada,
VENT-0207,2024-03-21,2024-03-22,2024-03-26,CLI-098,SKU-0081,40.0,153.87,6154.8,0.6,984.77,7102.64,Stripe,Web,ALM-02,TR-012,TRK8041246170,Completada,
VENT-0208,2025-02-09,2025-02-12,2025-02-21,CLI-098,SKU-0138,1.0,186.68,186.68,11.8,29.87,194.52,Cheque,Marketplace,ALM-03,TR-007,TRK4756459172,Completada,Requiere seguimiento
VENT-0209,2025-02-22,2025-02-24,2025-03-08,CLI-057,SKU-0004,18.0,456.89,8224.02,19.9,1315.84,7903.28,Transferencia,App Móvil,ALM-07,TR-003,TRK1707054263,Completada,Cliente satisfecho
VENT-0210,2025-03-16,2025-03-18,2025-03-28,CLI-030,SKU-0189,49.0,807.6,39572.4,6.8,6331.58,43213.06,PayPal,App Móvil,ALM-07,TR-025,TRK3286167917,Devuelta,Requiere seguimiento
VENT-0211,2024-06-28,2024-06-30,2024-07-01,CLI-082,SKU-0044,24.0,886.72,21281.28,19.0,3405.0,20642.84,Tarjeta de crédito,App Móvil,ALM-09,TR-023,TRK4226287306,En proceso,Cliente satisfecho
VENT-0212,2025-03-15,2025-03-17,2025-03-20,CLI-047,SKU-0193,18.0,137.72,2478.96,13.5,396.63,2540.93,Stripe,Presencial,ALM-05,TR-021,TRK7301679332,Completada,
VENT-0213,2025-12-31,2026-01-03,2026-01-05,CLI-010,SKU-0029,9.0,855.57,7700.13,3.1,1232.02,8693.45,Mercado Pago,Marketplace,ALM-10,TR-025,TRK9491796858,Completada,OK
VENT-0214,2024-10-27,2024-10-28,2024-11-04,CLI-057,SKU-0199,26.0,711.33,18494.58,4.9,2959.13,20547.48,Transferencia,Web,ALM-04,TR-018,TRK7609507808,Completada,
VENT-0215,2024-03-09,2024-03-12,2024-03-13,CLI-061,SKU-0091,46.0,110.09,5064.14,10.9,810.26,5322.41,Mercado Pago,Web,ALM-05,TR-011,TRK1834778099,Cancelada,
VENT-0216,2025-10-01,2025-10-02,2025-10-07,CLI-042,SKU-0185,35.0,502.43,17585.05,2.9,2813.61,19888.69,Mercado Pago,Teléfono,ALM-05,TR-001,TRK9886818084,Cancelada,OK
VENT-0217,2025-03-11,2025-03-13,2025-03-14,CLI-061,SKU-0130,19.0,511.35,9715.65,1.3,1554.5,11143.85,Efectivo,Presencial,ALM-05,TR-022,TRK9398857972,Pendiente,Cliente satisfecho
VENT-0218,2025-01-05,2025-01-05,2025-01-13,CLI-055,SKU-0014,35.0,268.21,9387.35,10.7,1501.98,9884.88,PayPal,Marketplace,ALM-04,TR-015,TRK3372845154,Completada,Requiere seguimiento
VENT-0219,2025-05-29,2025-05-31,2025-06-12,CLI-031,SKU-0165,39.0,198.67,7748.13,10.7,1239.7,8158.78,PayPal,App Móvil,ALM-07,TR-020,TRK5556620439,En proceso,OK
VENT-0220,2025-04-05,2025-04-06,2025-04-10,CLI-075,SKU-0180,9.0,770.01,6930.09,2.1,1108.81,7893.37,Cheque,Teléfono,ALM-01,TR-003,TRK9433197937,Pendiente,
VENT-0221,2025-08-29,2025-09-01,2025-09-01,CLI-035,SKU-0034,14.0,765.31,10714.34,13.0,1714.29,11035.77,PayPal,Teléfono,ALM-04,TR-019,TRK4403112126,Completada,
VENT-0222,2024-06-09,2024-06-10,2024-06-12,CLI-083,SKU-0169,36.0,499.98,17999.28,7.8,2879.88,19475.22,PayPal,Marketplace,ALM-01,TR-023,TRK4969078221,Completada,
VENT-0223,2024-01-03,2024-01-03,2024-01-05,CLI-016,SKU-0012,8.0,111.92,895.36,4.6,143.26,997.43,Stripe,Marketplace,ALM-07,TR-015,TRK7158856500,Completada,
VENT-0224,2025-11-23,2025-11-26,2025-12-05,CLI-004,SKU-0131,41.0,577.49,23677.09,17.4,3788.33,23345.61,Cheque,Web,ALM-01,TR-018,TRK2269041320,En proceso,Urgente
VENT-0225,2025-07-20,2025-07-22,2025-08-04,CLI-012,SKU-0074,4.0,833.82,3335.28,4.7,533.64,3712.16,Efectivo,App Móvil,ALM-04,TR-021,TRK5051895109,Completada,OK
VENT-0226,2024-05-21,2024-05-22,2024-05-27,CLI-036,SKU-0108,49.0,713.15,34944.35,11.0,5591.1,36691.57,Efectivo,E-commerce,ALM-10,TR-011,TRK4393477227,Completada,
VENT-0227,2026-02-08,2026-02-11,2026-02-23,CLI-026,SKU-0188,50.0,895.67,44783.5,9.1,7165.36,47873.56,Transferencia,Web,ALM-06,TR-009,TRK9347090313,Cancelada,OK
VENT-0228,2025-03-19,2025-03-22,2025-03-26,CLI-010,SKU-0085,2.0,822.35,1644.7,0.9,263.15,1893.05,Efectivo,Web,ALM-02,TR-001,TRK6888264673,Completada,
VENT-0229,2024-11-27,2024-11-27,2024-12-04,CLI-091,SKU-0058,19.0,101.27,1924.13,8.9,307.86,2060.74,PayPal,Marketplace,ALM-05,TR-025,TRK7951893153,Completada,
VENT-0230,2025-07-15,2025-07-16,2025-07-20,CLI-048,SKU-0198,36.0,708.17,25494.12,8.6,4079.06,27380.69,PayPal,Teléfono,ALM-07,TR-018,TRK2740563054,Cancelada,OK
VENT-0231,2025-06-16,2025-06-16,2025-06-24,CLI-002,SKU-0136,15.0,531.95,7979.25,11.2,1276.68,8362.25,PayPal,App Móvil,ALM-08,TR-020,TRK5606987443,Completada,Requiere seguimiento
VENT-0232,2025-08-06,2025-08-09,2025-08-21,CLI-076,SKU-0110,12.0,390.42,4685.04,16.9,749.61,4642.88,Cheque,Web,ALM-10,TR-008,TRK1543331398,Completada,
VENT-0233,2025-10-08,2025-10-09,2025-10-15,CLI-056,SKU-0180,49.0,890.6,43639.4,9.1,6982.3,46650.51,Tarjeta de crédito,Presencial,ALM-02,TR-018,TRK4671254638,En proceso,
VENT-0234,2024-04-30,2024-05-03,2024-05-08,CLI-010,SKU-0119,24.0,368.49,8843.76,6.3,1415.0,9701.6,Cheque,Presencial,ALM-02,TR-022,TRK4212434614,Devuelta,Cliente satisfecho
VENT-0235,2025-11-20,2025-11-21,2025-11-25,CLI-050,SKU-0155,12.0,727.25,8727.0,1.9,1396.32,9957.51,Tarjeta de crédito,Marketplace,ALM-10,TR-013,TRK5037120597,Cancelada,Cliente satisfecho
VENT-0236,2025-06-08,2025-06-08,2025-06-16,CLI-023,SKU-0042,10.0,582.53,5825.3,9.6,932.05,6198.12,Tarjeta de crédito,App Móvil,ALM-05,TR-024,TRK8436354844,Pendiente,
VENT-0237,2024-02-16,2024-02-18,2024-02-23,CLI-014,SKU-0142,23.0,644.81,14830.63,7.5,2372.9,16091.23,Mercado Pago,Marketplace,ALM-03,TR-001,TRK1607892230,En proceso,OK
VENT-0238,2024-03-05,2024-03-08,2024-03-09,CLI-001,SKU-0182,37.0,114.45,4234.65,14.7,677.54,4289.7,Stripe,Presencial,ALM-07,TR-009,TRK5082964045,Devuelta,
VENT-0239,2024-06-30,2024-07-01,2024-07-15,CLI-028,SKU-0035,18.0,778.09,14005.62,9.4,2240.9,14929.99,PayPal,Marketplace,ALM-06,TR-024,TRK2202584661,Completada,
VENT-0240,2024-07-06,2024-07-07,2024-07-18,CLI-063,SKU-0134,42.0,856.26,35962.92,16.3,5754.07,35855.03,Efectivo,App Móvil,ALM-08,TR-008,TRK1386931319,Cancelada,
VENT-0241,2024-03-01,2024-03-03,2024-03-10,CLI-050,SKU-0139,50.0,398.51,19925.5,9.6,3188.08,21200.73,Stripe,App Móvil,ALM-01,TR-003,TRK9594339914,Completada,OK
VENT-0242,2026-02-04,2026-02-04,2026-02-16,CLI-014,SKU-0169,6.0,351.99,2111.94,8.5,337.91,2270.34,Efectivo,Teléfono,ALM-08,TR-002,TRK1584821121,Completada,
VENT-0243,2024-01-05,2024-01-08,2024-01-10,CLI-060,SKU-0019,28.0,574.92,16097.76,13.6,2575.64,16484.1,Stripe,App Móvil,ALM-02,TR-017,TRK8350306139,Pendiente,
VENT-0244,2025-07-22,2025-07-23,2025-08-05,CLI-083,SKU-0037,37.0,517.52,19148.24,8.3,3063.72,20622.66,Mercado Pago,E-commerce,ALM-06,TR-005,TRK7851237056,Pendiente,OK
VENT-0245,2025-10-01,2025-10-02,2025-10-09,CLI-099,SKU-0030,27.0,769.07,20764.89,1.8,3322.38,23713.5,Transferencia,Presencial,ALM-09,TR-003,TRK4321925889,Completada,Cliente satisfecho
VENT-0246,2025-09-17,2025-09-20,2025-09-21,CLI-043,SKU-0012,10.0,381.44,3814.4,11.2,610.3,3997.49,Stripe,Teléfono,ALM-02,TR-015,TRK9127804112,Completada,Requiere seguimiento
VENT-0247,2024-12-11,2024-12-12,2024-12-18,CLI-057,SKU-0066,34.0,711.15,24179.1,16.5,3868.66,24058.21,PayPal,Web,ALM-07,TR-009,TRK2870122068,Cancelada,OK
VENT-0248,2024-09-14,2024-09-16,2024-09-29,CLI-025,SKU-0151,36.0,275.22,9907.92,14.4,1585.27,10066.45,PayPal,Marketplace,ALM-04,TR-018,TRK6054647130,Completada,Urgente
VENT-0249,2024-12-04,2024-12-06,2024-12-05,CLI-081,SKU-0077,26.0,832.0,21632.0,10.8,3461.12,22756.86,Cheque,E-commerce,ALM-05,TR-023,TRK5510235152,En proceso,OK
VENT-0250,2024-06-12,2024-06-13,2024-06-22,CLI-080,SKU-0086,23.0,164.05,3773.15,19.2,603.7,3652.41,Transferencia,App Móvil,ALM-01,TR-020,TRK9736024903,En proceso,Requiere seguimiento
VENT-0251,2024-01-29,2024-01-29,2024-02-13,CLI-014,SKU-0011,32.0,603.16,19301.12,6.2,3088.18,21192.63,Transferencia,Web,ALM-02,TR-004,TRK2666018825,Completada,
VENT-0252,2024-02-25,2024-02-26,2024-02-28,CLI-043,SKU-0076,46.0,853.94,39281.24,13.6,6285.0,40223.99,Stripe,Web,ALM-07,TR-023,TRK7962066857,Completada,Requiere seguimiento
VENT-0253,2024-03-25,2024-03-26,2024-03-28,CLI-035,SKU-0179,6.0,646.07,3876.42,20.0,620.23,3721.37,Cheque,Presencial,ALM-10,TR-012,TRK1255640911,Completada,Urgente
VENT-0254,2024-08-07,2024-08-08,2024-08-22,CLI-098,SKU-0180,4.0,163.15,652.6,2.2,104.42,742.66,Efectivo,App Móvil,ALM-10,TR-009,TRK2459362422,Devuelta,Cliente satisfecho
VENT-0255,2024-05-12,2024-05-15,2024-05-22,CLI-006,SKU-0127,7.0,711.99,4983.93,14.1,797.43,5078.63,PayPal,Web,ALM-06,TR-023,TRK8190081923,Completada,
VENT-0256,2024-10-21,2024-10-22,2024-10-26,CLI-086,SKU-0193,5.0,138.52,692.6,19.7,110.82,666.98,Mercado Pago,App Móvil,ALM-01,TR-007,TRK3486692500,Completada,Cliente satisfecho
VENT-0257,2025-06-02,2025-06-04,2025-06-04,CLI-045,SKU-0033,3.0,802.63,2407.89,8.6,385.26,2586.07,Tarjeta de crédito,Marketplace,ALM-05,TR-021,TRK8103623449,Completada,Requiere seguimiento
